name,category,rating,city,cost_per_plate,decoration,makeup_artist,dj,photography
Sonu Sound Track And DJ...,dj,3.0,meerut,1700,114300,26000,10500,50300
DJ Standard Beats,dj,3.0,meerut,1700,114000,24000,12600,50000
Dj Skat Meerut,dj,3.0,meerut,1700,111400,24700,9600,57800
DJ X RDX,dj,3.0,greater-noida,1800,116600,26000,11700,59500
DJ Sangam,dj,3.0,greater-noida,2200,125700,27100,14000,58900
Test Company,dj,4.0,greater-noida,1400,87200,17100,11400,47600
SAINI HI FI DJ,dj,3.0,greater-noida,1600,102000,20800,11200,51300
DJ Pranav Jain,dj,3.0,greater-noida,1700,112200,23600,12200,54400
Kanak Chauhan Dj,dj,3.0,greater-noida,1499,102200,18000,12400,51000
Laxmi DJ And Sound...,dj,3.0,greater-noida,2200,139500,30200,10300,60100
Gautam DJ,dj,3.0,greater-noida,1700,109800,24300,12500,55300
Ravan Gurjar DJ,dj,3.0,greater-noida,1600,100300,19500,8200,44200
DJ Uttam DJ Service,dj,3.0,greater-noida,2200,125000,29500,15000,59000
DJ RISHABH,dj,3.0,greater-noida,1400,95700,18800,11200,38600
OM SAI DJ,dj,3.0,greater-noida,1800,109900,24000,11900,49600
DJ Dheeraj,dj,3.0,greater-noida,1499,91200,18500,8100,49600
Khan DJ,dj,3.0,greater-noida,2200,136200,31000,13700,67000
D J Fidek,dj,3.0,greater-noida,999,72600,13100,10900,40900
DJ Sonu,dj,3.0,greater-noida,1600,97200,23800,12900,53400
Tent N More,event-planners,5.0,delhi,50000,2526700,505900,11000,1020100
Red Velvet Events,event-planners,3.0,delhi,1499,97100,20800,9500,53300
Shiny Eventz,event-planners,2.0,delhi,1600,105900,23700,13800,52100
KAmberly Weddings,event-planners,2.0,delhi,1700,114200,21900,8100,48700
Bharat Delights,event-planners,3.0,delhi,2000,115300,27200,11700,52200
Adorable Events,event-planners,3.0,delhi,1600,102500,19900,9400,43400
The Function and...,event-planners,3.0,delhi,2000,121400,26700,9200,63100
Catapultt Weddings Pvt...,event-planners,1.0,delhi,1400,85600,23500,11300,49300
Royal Wedding Planner,event-planners,1.0,delhi,1400,98000,22900,11300,42300
Three Bro Events and...,event-planners,1.0,delhi,1500,104600,19000,10500,52300
The Chopra Events,event-planners,5.0,delhi,1400,95000,18100,8600,39200
Manmarziyan,event-planners,5.0,delhi,2000,129500,29100,12000,57600
Tailormade,event-planners,5.0,delhi,2200,137500,28200,14300,65400
The Eventador Event...,event-planners,5.0,delhi,1200,83800,16400,9700,39700
Elite Weddings India,event-planners,5.0,delhi,1700,108900,23400,8900,58500
Pankhury Sharma and...,event-planners,5.0,delhi,2200,129300,31900,11600,55200
Eventena Productions,event-planners,5.0,delhi,1400,94600,21300,12500,51900
Aira Wedding Planners,event-planners,5.0,delhi,1400,95800,21000,9700,46200
The Event Designer,event-planners,1.0,delhi,2200,132000,29300,10900,65100
Pyro9 Media By Nidhi...,event-planners,1.0,delhi,999,77000,17000,11500,43700
Aadya Enterprises,event-planners,1.0,delhi,2200,128500,30600,11900,64600
Eskimo Events and...,event-planners,1.0,delhi,1500,103100,22600,13800,40400
Abdul Event,event-planners,1.0,delhi,1400,99900,21700,8900,45000
NS Event Management,event-planners,3.0,delhi,1800,117500,24100,13200,50700
Vivah Mubarak Event And...,event-planners,3.0,delhi,1700,104600,24200,13500,55800
Dream Indian Weddings,event-planners,3.0,delhi,999,71500,19300,8100,37900
Satpal Tent House,event-planners,2.0,delhi,2200,133500,27100,8300,58400
K Event Planner,event-planners,4.0,faridabad,50000,2526900,503300,8000,1020600
Prince Event Services...,event-planners,4.0,faridabad,10000,524700,108800,11200,217100
Vivah Ghar,event-planners,1.0,faridabad,1400,89100,23400,9000,38800
Ur Dreamz Events,event-planners,4.0,faridabad,600000,30028700,6007900,13300,12021900
7 Seasons Caterers...,event-planners,4.0,faridabad,250000,12519200,2507900,12700,5012900
On Time Event Planners,event-planners,3.0,faridabad,250000,12528400,2504200,9100,5017100
Made In Heaven...,event-planners,4.0,faridabad,50000,2523700,507000,13300,1015800
Geetanajli Planner,event-planners,3.0,faridabad,250000,12525500,2506000,11800,5022900
The Shibiyas,event-planners,4.0,faridabad,250000,12518800,2507300,8400,5011000
Saurav Decorator ...,event-planners,4.0,faridabad,250000,12525700,2503800,14100,5020200
Big Bash Celebrations,event-planners,2.0,faridabad,1600,96700,19900,12900,42600
A2Z Event Solutions,event-planners,5.0,faridabad,1700,101400,23900,9200,54700
Makerz Entertainment,event-planners,4.0,faridabad,100000,5025900,1003000,9200,2010300
Make A Mark,event-planners,4.0,faridabad,1800,113700,22800,9100,50600
Seher Weddings,event-planners,4.0,faridabad,250000,12523900,2507600,9300,5024000
Addapt Event Management,event-planners,4.0,faridabad,400000,20016700,4005100,10000,8017900
The Shibiyas,event-planners,4.0,faridabad,1800,107100,27800,8800,58000
Amigos 1 Events,event-planners,4.0,faridabad,250000,12515000,2506500,10000,5012300
Shrine Events and...,event-planners,2.0,faridabad,1200,77500,15800,8500,34200
Dream Time Event...,event-planners,4.0,ghaziabad,350000,17528300,3504900,12500,7015200
nextgen events,event-planners,4.0,ghaziabad,30000,1520900,309400,13500,619300
Pocket Friendly Events,event-planners,4.0,ghaziabad,100000,5021300,1009000,12200,2020100
dsk events,event-planners,4.0,ghaziabad,75000,3774500,755600,12800,1519600
Intense Eventz...,event-planners,4.0,ghaziabad,30000,1522300,303700,13800,623100
Souvenir Events Pvt Ltd,event-planners,4.0,ghaziabad,50000,2518300,507000,8200,1011300
Javis Entertainment Pvt...,event-planners,4.0,ghaziabad,20000,1028400,208500,10800,421700
Passion Art Events,event-planners,4.0,ghaziabad,50000,2521300,503900,12600,1014700
vrj eventz,event-planners,3.0,ghaziabad,50000,2523600,507900,10900,1021800
WedNStyle,event-planners,4.0,ghaziabad,100000,5022400,1009000,10600,2018700
IFD Wedding Planners,event-planners,4.0,ghaziabad,50000,2518700,508700,10300,1021500
R G Wedding and Events...,event-planners,4.0,ghaziabad,10000,521300,109700,9500,220200
Hashtag Events And...,event-planners,4.0,ghaziabad,50000,2521000,509400,14400,1024500
Royal Events India,event-planners,4.0,ghaziabad,100000,5024500,1006400,10800,2012900
Chhabra Events Planner,event-planners,4.0,ghaziabad,65000,3265500,659600,10100,1324300
1DERS Events and...,event-planners,3.0,ghaziabad,100000,5015400,1003100,12500,2015400
AVA Hospitality,event-planners,4.0,gurgaon,20000,1021000,204000,12700,417000
Chunks Of Memories,event-planners,3.0,gurgaon,100000,5028800,1004300,11100,2015400
Modern Events,event-planners,3.0,gurgaon,100000,5020300,1003400,13400,2019500
Ggoonjj Weddings,event-planners,3.0,gurgaon,100000,5025000,1006100,9900,2018000
PN Event Management Pvt...,event-planners,3.0,gurgaon,400000,20028200,4004900,8800,8011200
Camouflage Events...,event-planners,3.0,gurgaon,150000,7523000,1506600,9400,3024300
KALEIDOSCOPE EVENTS PVT...,event-planners,3.0,gurgaon,250000,12526800,2503900,8400,5019900
Foreign Wedding...,event-planners,3.0,gurgaon,400000,20017500,4004900,11000,8012800
Olive Events,event-planners,3.0,gurgaon,250000,12518100,2509800,9900,5021100
Elegant Vivaah,event-planners,3.0,gurgaon,150000,7516400,1506700,13600,3024800
Plush Events and...,event-planners,3.0,gurgaon,250000,12519000,2503300,10700,5021000
Sumaaroh,event-planners,3.0,gurgaon,100000,5021400,1005000,10300,2012800
TEN Events and...,event-planners,3.0,gurgaon,400000,20029600,4004900,13300,8016000
Daffodil Event Company,event-planners,3.0,gurgaon,400000,20029000,4006000,12700,8013500
Wedding Mantra,event-planners,3.0,gurgaon,250000,12524100,2506400,14600,5017400
Aarav Celebrations,event-planners,3.0,gurgaon,150000,7526300,1508900,9200,3024400
Kaleerein by Kanika...,event-planners,3.0,gurgaon,400000,20017200,4009700,13100,8013800
Diwas Wedding Planners,event-planners,3.0,gurgaon,150000,7520100,1508900,9400,3020700
Rejoice Event...,event-planners,3.0,gurgaon,250000,12528700,2509800,11100,5015000
Awesome Events,event-planners,3.0,gurgaon,250000,12517500,2507700,14500,5010900
Go Explore Weddings,event-planners,3.0,gurgaon,100000,5018000,1008700,13500,2023900
Blissful Plans,event-planners,3.0,gurgaon,600000,30029900,6005200,11300,12015900
Across Green Events,event-planners,3.0,gurgaon,100000,5025500,1007700,10900,2020300
Pearl Weddings and...,event-planners,3.0,gurgaon,250000,12517600,2504200,10900,5011200
One Point Weddings,event-planners,1.0,gurgaon,2200,133500,25500,8200,59600
Elama Events,event-planners,3.0,gurgaon,400000,20025800,4005500,12000,8022500
Eventz4u,event-planners,3.0,gurgaon,200000,10018100,2004200,14400,4010700
SK Flowers Decor,event-planners,3.0,noida,250000,12525400,2507500,9900,5011400
Lagan Sagan,event-planners,3.0,noida,250000,12529300,2507300,9300,5019600
Sahni Caterers and...,event-planners,3.0,noida,250000,12516000,2505500,9100,5012000
Neha Events,event-planners,5.0,noida,1500,103900,19900,9000,41500
Digiarts,event-planners,3.0,noida,250000,12518500,2508300,9700,5011500
Zucchini Events,event-planners,3.0,noida,250000,12522600,2505500,11300,5010300
Ebbayug Event,event-planners,3.0,noida,400000,20022500,4008500,8800,8020500
The Great Indian...,event-planners,3.0,noida,250000,12517600,2504600,11100,5015200
Dream Team Event,event-planners,3.0,noida,250000,12519000,2508300,8300,5011900
Addy Event And Artist...,event-planners,3.0,noida,250000,12516800,2503300,10300,5024600
River Stone Events,event-planners,3.0,noida,200000,10022900,2009000,8600,4021900
WishWright...,event-planners,3.0,noida,250000,12520100,2507300,12900,5023000
Shubh Ghadi,event-planners,3.0,noida,250000,12520200,2504900,13400,5021000
Koncepts 2 Kreations,event-planners,3.0,noida,250000,12527100,2504200,9400,5018000
AN Services,event-planners,3.0,noida,150000,7522400,1503100,12800,3024000
Patna Caterers and Tent...,event-planners,3.0,noida,200000,10016100,2009300,11000,4022700
Vendor V4,event-planners,4.0,noida,1500,90700,20400,10400,49500
Box Of Xpressions,event-planners,3.0,noida,250000,12517200,2509000,14900,5021300
The Royal Wedding...,event-planners,3.0,noida,250000,12524600,2503100,14000,5018600
E Factor Entertainment...,event-planners,3.0,noida,250000,12520300,2503000,10000,5015900
Subh Vivaah,event-planners,3.0,noida,250000,12524200,2509600,9900,5010700
Event Corporations,event-planners,3.0,noida,250000,12516900,2503200,12800,5012300
Giggle Event,event-planners,3.0,noida,250000,12529900,2503900,12800,5019300
Regale,event-planners,3.0,noida,600000,30016000,6006200,10200,12012800
Ifd Wedding Planners,event-planners,3.0,noida,400000,20015200,4005200,14700,8017500
The Bliss Wish,event-planners,3.0,noida,250000,12522300,2508000,13200,5014800
New Rock Events,event-planners,5.0,jaipur,50000,2516800,503900,11900,1010300
Nisha Jalori Events,event-planners,4.0,jaipur,250000,12522900,2503300,10400,5024600
The Vibrant Events,event-planners,4.0,jaipur,250000,12520600,2505100,11800,5023600
Gangaur Weddings,event-planners,4.0,jaipur,250000,12528100,2506400,10500,5010600
The Royal Host,event-planners,4.0,jaipur,250000,12517000,2508500,11800,5020700
krishnchandra events,event-planners,4.0,jaipur,250000,12520000,2507000,10300,5012000
fiestro events,event-planners,4.0,jaipur,600000,30025600,6003300,8600,12018700
Vyom Events Planners,event-planners,4.0,jaipur,250000,12529500,2503900,10200,5012800
Storm Rider Event...,event-planners,4.0,jaipur,600000,30025300,6005700,11300,12014500
Satkaar Events,event-planners,4.0,jaipur,250000,12520900,2506800,14500,5022800
Harshi Creation,event-planners,4.0,jaipur,250000,12527500,2507000,14200,5010300
Pratishtha Events,event-planners,4.0,jaipur,250000,12516100,2504400,14400,5017600
Yes Media,event-planners,4.0,jaipur,600000,30020000,6003300,9000,12018900
Swastik Vinayak...,event-planners,3.0,jaipur,600000,30025500,6007700,13400,12016700
Touchcraft Events,event-planners,4.0,jaipur,250000,12526400,2507100,9400,5011300
majestic events,event-planners,4.0,jaipur,250000,12525800,2508300,12400,5018200
THE FAB EVENTS ...,event-planners,4.0,jaipur,250000,12517600,2509800,14500,5015400
Weddings By Fourth...,event-planners,4.0,jaipur,600000,30018300,6009900,11200,12024200
The Art Deco,event-planners,4.0,jaipur,400000,20027800,4008500,14200,8022400
Noon Moon Events,event-planners,4.0,jaipur,1500,93600,23700,12800,44900
Innovative Events...,event-planners,4.0,jaipur,400000,20019400,4004100,9300,8018600
Tara Events - The...,event-planners,4.0,jaipur,250000,12521800,2505600,13600,5023500
Indian Wedding Planners,event-planners,4.0,jaipur,250000,12528400,2509600,12800,5018900
Udaan Events Services...,event-planners,3.0,jaipur,250000,12521600,2507000,11100,5017000
show makers india,event-planners,4.0,jaipur,600000,30026100,6006400,10700,12022400
kd events,event-planners,4.0,jaipur,250000,12519000,2503800,11000,5022900
Flyiing Feather Events,event-planners,4.0,jaipur,250000,12526000,2508300,14100,5010100
Chachus Event Planner,event-planners,3.0,mumbai,250000,12525800,2509600,14000,5016900
Atulyaa Sangam,event-planners,3.0,mumbai,250000,12515200,2503000,10500,5020800
Weddonika Events And ...,event-planners,3.0,mumbai,250000,12515600,2503200,11600,5012300
Knotty Affairs,event-planners,3.0,mumbai,999,79200,15500,9500,34800
CruiseLand Weddings And...,event-planners,3.0,mumbai,250000,12529500,2505800,10100,5012900
1609 Wedding Solutions,event-planners,3.0,mumbai,400000,20026500,4005200,14900,8019000
Sanj Events And...,event-planners,3.0,mumbai,250000,12527300,2506000,12600,5021600
F5 Weddings,event-planners,3.0,mumbai,2000,126200,27800,11700,60300
Panaash Entertainment,event-planners,3.0,mumbai,1500,102100,24000,13600,53300
Two Fat Ladies,event-planners,3.0,mumbai,999,68300,19800,10000,37200
Shreem Events,event-planners,3.0,mumbai,250000,12521000,2505100,9400,5015600
Koncepts Events,event-planners,3.0,mumbai,250000,12521400,2508700,11200,5016500
Ok Done Events,event-planners,3.0,mumbai,400000,20027700,4006900,14600,8011100
The Bow Tie Collective,event-planners,3.0,mumbai,250000,12515700,2508200,9000,5016900
Band Baaja Baraat,event-planners,3.0,mumbai,250000,12524300,2507900,9800,5011200
Enchanting Events,event-planners,3.0,pune,2000,128400,23400,12800,60800
Essence Of Occasions,event-planners,5.0,pune,50000,2515500,503300,9200,1018200
Yours Truly,event-planners,3.0,pune,1700,105400,24900,12900,45600
Maverick Matrimonial,event-planners,5.0,pune,1700,105100,25900,13000,51400
Our Vision,event-planners,3.0,pune,1200,88400,15800,11800,39900
Banna And Baisa Wedding...,event-planners,3.0,ahmedabad,1600,106200,20000,10400,51500
ArtCore Event,event-planners,3.0,ahmedabad,2200,125900,26400,13100,57000
TRF India Event Studio...,event-planners,3.0,ahmedabad,1400,95300,18400,12300,51600
Pacific Events,event-planners,3.0,ahmedabad,2000,123600,23600,14000,64900
Aashirwaad Events,event-planners,4.0,ahmedabad,1700,113000,22400,9600,54600
Ur Choice Entertainment...,event-planners,5.0,hyderabad,50000,2520500,507500,9300,1015800
Ideal Events,event-planners,5.0,hyderabad,1500,102500,19300,14500,45000
Go Grandiose Events and...,event-planners,5.0,hyderabad,1499,96200,19200,8900,51500
EthniQ Events...,event-planners,5.0,hyderabad,2200,134400,25200,8800,60400
Satavahana Event...,event-planners,5.0,hyderabad,1700,110700,24600,10800,52700
Season 5 Events,event-planners,5.0,hyderabad,1800,106200,27900,8900,53600
Moonstuck Events And...,event-planners,3.0,bangalore,2200,125800,27400,9700,63000
Jashan Total Events,event-planners,4.0,bangalore,1800,106700,26400,14600,47700
Poonam N Ahuja,event-planners,5.0,bangalore,1700,101100,25700,10400,52200
Chirmi Events,event-planners,3.0,bangalore,1700,102800,24400,9300,54100
Kanasu Events Bengaluru,event-planners,3.0,bangalore,2000,123700,25200,14000,53500
Spring Krafts Events,event-planners,3.0,bangalore,999,76000,18600,12500,37700
Dreams Events and...,event-planners,3.0,bangalore,1500,99500,21700,10100,41800
Tosshead Events India...,event-planners,5.0,bangalore,700,63300,16200,10600,25800
Creative Corner Wedding...,event-planners,3.0,bikaner,999,66000,18500,13400,44600
Khandelwal Tent House,event-planners,3.0,bikaner,1400,90200,21700,9100,43500
Janta Tent House,event-planners,3.0,bikaner,1400,95000,18900,8200,44000
Sana Event,event-planners,3.0,bikaner,1600,107400,23300,9100,53200
Shriram Caters,event-planners,3.0,bikaner,1600,105600,19500,12900,53400
Jyoti Lawazma And...,event-planners,3.0,bikaner,1400,97500,18900,10200,49700
Lokaakshi Events,event-planners,3.0,bikaner,1400,86300,19600,8200,48500
Reeti Rituals,event-planners,3.0,bikaner,2200,125700,28800,8800,63900
Dream Creations,event-planners,3.0,bikaner,1400,99100,22800,14000,52100
Chirag Events And...,event-planners,5.0,jaisalmer,1700,113400,24900,13700,56800
Manish Events Jaisalmer,event-planners,2.0,jaisalmer,1400,87000,21200,14900,39200
The Eventology,event-planners,2.0,jaisalmer,1400,93600,21700,11100,43500
Veni Events,event-planners,2.0,jaisalmer,1500,91700,22400,10200,46700
Goyal Events,event-planners,2.0,jaisalmer,1500,103900,23600,8300,55000
Golden Castle Event...,event-planners,2.0,jaisalmer,2000,117100,26500,9400,56300
Jaisalmer Eventwala,event-planners,2.0,jaisalmer,1500,92200,24100,13700,44700
SB Events and Wedding...,event-planners,2.0,jaisalmer,2200,133300,30000,13200,64400
Desert Royal Indian...,event-planners,2.0,jaisalmer,999,79400,14400,9200,44200
Universal Event,event-planners,3.0,shimla,1600,107900,20700,12400,52900
My Dream Events,event-planners,3.0,shimla,1800,108500,25700,13900,54400
Global Event Management...,event-planners,3.0,shimla,1800,114000,26200,8300,56700
New Light N Sound,event-planners,3.0,shimla,1400,90600,17500,8200,42700
Idyllic Events,event-planners,3.0,shimla,1200,83700,21700,9700,46500
Anokhe Events,event-planners,3.0,shimla,1800,118900,23700,12100,48500
NFA HUB Events And...,event-planners,5.0,lucknow,500000,25023300,5005200,13800,10013000
RN Production Event,event-planners,3.0,lonavala,1400,87100,22000,13000,41400
Santosh Mandap...,event-planners,3.0,lonavala,1499,104000,18300,12800,51500
Soulcraft Events,event-planners,3.0,lonavala,999,70000,16000,9400,43500
A3 Event,event-planners,3.0,lonavala,2200,138900,29000,10400,61500
RP Events Lonavala,event-planners,3.0,lonavala,1500,101900,20700,13900,44000
Beawar Tent N Light...,event-planners,3.0,lonavala,1200,85100,17900,13100,47500
Sky Enterrprises,event-planners,3.0,lonavala,999,71300,19000,9800,33700
Swara Events Weddings...,event-planners,3.0,lonavala,2000,129300,24800,14000,61600
Alive Dream Events,event-planners,3.0,lonavala,2200,127800,29000,8100,68000
Jyoti Events,event-planners,3.0,lonavala,2000,118900,27800,13600,54000
The Big Daddy Event...,event-planners,3.0,dehradun,400000,20023200,4008200,13600,8019200
Golden Apple...,event-planners,3.0,dehradun,250000,12516900,2505400,13600,5010700
Whistling Teel,event-planners,3.0,dehradun,400000,20017600,4007400,12900,8017300
Awegust Affairs,event-planners,3.0,dehradun,250000,12521900,2508300,14900,5021100
Jyotica Aand,event-planners,3.0,dehradun,100000,5027200,1009100,11900,2017000
Shagun Events And...,event-planners,3.0,dehradun,400000,20016400,4008600,11800,8018900
Weddings By Fourth...,event-planners,3.0,dehradun,600000,30023700,6007100,11700,12018500
HIMbro Events,event-planners,3.0,dehradun,250000,12520000,2504700,14900,5011700
Tantraa Event...,event-planners,3.0,dehradun,1700,112900,25500,14100,45200
Unik Experiences,event-planners,3.0,dehradun,600000,30028700,6009300,14100,12020300
Shiva Groups Event,event-planners,3.0,meerut,2200,133000,27700,11300,54800
ShriRam Caterers And...,event-planners,3.0,meerut,1200,81100,17900,8400,36700
Amaze Events,event-planners,3.0,meerut,999,75100,18500,11300,42000
The Dream Celebrations,event-planners,3.0,meerut,1400,87100,21500,11300,52700
Red Carpet Wedding...,event-planners,3.0,meerut,1500,98900,20800,12800,47100
The Weddingians,event-planners,3.0,meerut,2000,121400,24100,11400,55000
Evince Events,event-planners,3.0,meerut,1500,100600,21000,13500,47100
Pratham Events,event-planners,3.0,meerut,2200,134800,29300,8200,67600
Manayavar Caterers And...,event-planners,3.0,bareilly,100000,5018300,1007200,13800,2013700
Event Track...,event-planners,3.0,bareilly,1200,87900,21400,8700,39800
Eventzby Abhishek,event-planners,3.0,bareilly,2200,132500,25200,8200,61900
Bullet Events,event-planners,3.0,bareilly,1500,95100,18700,12300,42700
Wedlock Events By Smita...,event-planners,3.0,bareilly,2000,118000,23500,8700,50600
Sahani Events,event-planners,3.0,bareilly,1499,102900,22200,14000,52400
Event Valas,event-planners,3.0,bareilly,1500,92800,19400,14600,43700
JP Events 24,event-planners,3.0,bareilly,1700,103400,26800,9900,50900
Agarwal Tent House,event-planners,3.0,bareilly,2000,125900,28100,12700,59000
SK Flowers Decor,event-planners,3.0,greater-noida,250000,12525100,2505700,9300,5024100
Lagan Sagan,event-planners,3.0,greater-noida,250000,12526000,2506200,13200,5017700
Sahni Caterers and...,event-planners,3.0,greater-noida,250000,12528500,2508900,8700,5022200
Neha Events,event-planners,5.0,greater-noida,2200,125700,30600,12000,60400
Digiarts,event-planners,3.0,greater-noida,250000,12529100,2506800,11600,5017300
Zucchini Events,event-planners,3.0,greater-noida,250000,12522500,2505000,14300,5021700
Ebbayug Event,event-planners,3.0,greater-noida,400000,20019300,4006800,14400,8011600
The Great Indian...,event-planners,3.0,greater-noida,250000,12522700,2507800,14400,5021800
Dream Team Event,event-planners,3.0,greater-noida,250000,12522700,2505400,14600,5018900
Addy Event And Artist...,event-planners,3.0,greater-noida,250000,12516600,2503900,14400,5014200
